,lightning_time,lat,lon
0,2020-05-27 18:30:03,15.759999999999769,131.95999999999665
1,2020-05-27 18:30:21,18.13999999999972,124.15999999999819
2,2020-05-27 18:30:47,18.55999999999971,124.61999999999807
3,2020-05-27 18:30:49,9.239999999999911,119.37999999999913
4,2020-05-27 18:31:22,21.559999999999647,128.75999999999726
5,2020-05-27 18:31:36,8.579999999999924,119.999999999999
6,2020-05-27 18:31:38,9.379999999999908,116.98999999999961
7,2020-05-27 18:32:06,10.259999999999886,117.35999999999952
8,2020-05-27 18:32:14,20.559999999999672,127.59999999999751
9,2020-05-27 18:32:18,20.47999999999967,126.5399999999977
10,2020-05-27 18:32:26,10.359999999999888,118.03999999999941
11,2020-05-27 18:32:33,21.23999999999965,128.47999999999732
12,2020-05-27 18:32:55,10.11999999999989,120.85999999999883
13,2020-05-27 18:33:30,19.379999999999693,124.5799999999981
14,2020-05-27 18:33:38,11.039999999999873,124.17999999999815
15,2020-05-27 18:34:07,12.719999999999835,120.31999999999893
16,2020-05-27 18:34:25,8.419999999999927,120.62999999999887
17,2020-05-27 18:35:09,12.47999999999984,126.25999999999777
18,2020-05-27 18:35:13,13.439999999999822,119.49999999999909
19,2020-05-27 18:35:18,19.31999999999969,126.49999999999771
20,2020-05-27 18:35:19,15.81999999999977,132.19999999999658
21,2020-05-27 18:35:43,8.619999999999923,118.47999999999931
22,2020-05-27 18:35:44,15.539999999999775,131.43999999999673
23,2020-05-27 18:36:11,12.359999999999845,124.67999999999807
24,2020-05-27 18:36:24,17.339999999999737,124.91999999999805
25,2020-05-27 18:36:33,12.719999999999835,120.31999999999893
26,2020-05-27 18:36:39,9.319999999999908,116.9399999999996
27,2020-05-27 18:37:34,8.019999999999937,116.13999999999977
28,2020-05-27 18:37:39,12.719999999999835,120.31999999999893
29,2020-05-27 18:37:48,7.979999999999936,120.65999999999887
30,2020-05-27 18:38:09,19.47999999999969,126.67999999999769
31,2020-05-27 18:38:44,16.439999999999756,129.33999999999713
32,2020-05-27 18:38:55,9.399999999999906,117.81999999999945
33,2020-05-27 18:39:02,19.47999999999969,126.73999999999765
34,2020-05-27 18:39:03,14.979999999999787,129.89999999999702
35,2020-05-27 18:39:16,19.559999999999693,126.83999999999763
36,2020-05-27 18:40:12,15.479999999999777,131.25999999999675
37,2020-05-27 18:40:29,16.67999999999975,129.6199999999971
38,2020-05-27 18:40:38,8.699999999999921,116.73999999999964
39,2020-05-27 18:40:39,11.659999999999856,122.87999999999843
40,2020-05-27 18:41:00,9.159999999999911,116.79999999999964
41,2020-05-27 18:41:11,11.019999999999873,121.83999999999864
42,2020-05-27 18:41:24,12.759999999999836,125.75999999999786
43,2020-05-27 18:41:26,12.739999999999835,120.13999999999899
44,2020-05-27 18:41:59,9.979999999999896,117.65999999999948
45,2020-05-27 18:42:14,12.259999999999845,125.39999999999792
46,2020-05-27 18:42:33,12.719999999999835,120.31999999999893
47,2020-05-27 18:42:54,21.83999999999964,129.0399999999972
48,2020-05-27 18:43:29,11.459999999999864,123.43999999999832
49,2020-05-27 18:43:33,15.739999999999773,131.6999999999967
50,2020-05-27 18:43:39,12.279999999999845,125.91999999999784
51,2020-05-27 18:43:57,19.579999999999693,126.91999999999763
52,2020-05-27 18:43:58,15.81999999999977,132.21999999999656
53,2020-05-27 18:44:02,10.059999999999892,120.21999999999895
54,2020-05-27 18:44:03,7.719999999999943,129.41999999999712
55,2020-05-27 18:44:07,14.4199999999998,120.59999999999887
56,2020-05-27 18:44:41,15.659999999999773,132.03999999999658
57,2020-05-27 18:44:51,14.659999999999794,131.5599999999967
58,2020-05-27 18:44:52,15.519999999999776,131.37999999999676
59,2020-05-27 18:45:06,19.33999999999969,126.51999999999771
60,2020-05-27 18:45:09,12.379999999999844,124.81999999999806
61,2020-05-27 18:45:37,18.799999999999702,122.47999999999851
62,2020-05-27 18:45:42,9.399999999999906,119.25999999999917
63,2020-05-27 18:45:48,9.439999999999905,117.0799999999996
64,2020-05-27 18:45:49,8.639999999999922,118.9999999999992
65,2020-05-27 18:46:19,12.719999999999835,120.31999999999893
66,2020-05-27 18:46:23,15.799999999999768,128.67999999999728
67,2020-05-27 18:46:54,12.719999999999835,120.31999999999893
68,2020-05-27 18:47:10,8.579999999999924,116.19999999999978
69,2020-05-27 18:47:24,14.279999999999802,130.53999999999692
70,2020-05-27 18:47:51,7.619999999999942,116.21999999999977
71,2020-05-27 18:48:05,9.119999999999912,119.21999999999916
72,2020-05-27 18:48:45,15.839999999999769,132.27999999999656
73,2020-05-27 18:48:56,9.539999999999905,121.63999999999868
74,2020-05-27 18:49:05,21.279999999999653,128.29999999999734
75,2020-05-27 18:49:08,21.67999999999964,129.1399999999972
76,2020-05-27 18:49:18,12.719999999999835,120.31999999999893
77,2020-05-27 18:49:59,19.539999999999694,126.7199999999977
78,2020-05-27 18:50:25,9.159999999999911,119.919999999999
79,2020-05-27 18:50:32,14.919999999999789,121.4999999999987
80,2020-05-27 18:50:43,8.73999999999992,120.27999999999895
81,2020-05-27 18:50:48,15.439999999999776,132.21999999999656
82,2020-05-27 18:50:58,9.319999999999908,119.55999999999908
83,2020-05-27 18:51:30,7.8399999999999395,116.5199999999997
84,2020-05-27 18:51:41,21.919999999999643,129.1199999999972
85,2020-05-27 18:52:17,7.5999999999999455,116.19999999999978
86,2020-05-27 18:52:33,7.819999999999941,116.19999999999978
87,2020-05-27 18:53:00,12.719999999999835,120.31999999999893
88,2020-05-27 18:54:03,17.319999999999734,124.53999999999809
